[0, 1, 2, 3, 4, 5, 6, 7] : 111.58412
[0, 1, 2, 4, 5, 7, 6, 3] : 121.725624
[0, 1, 2, 4, 6, 3, 5, 7] : 132.76537
[0, 1, 2, 4, 6, 3, 7, 5] : 121.07643
[0, 1, 2, 4, 6, 5, 3, 7] : 122.43602
[0, 1, 2, 4, 6, 5, 7, 3] : 118.85365
[0, 1, 2, 4, 6, 7, 3, 5] : 110.48673
[0, 1, 2, 4, 6, 7, 5, 3] : 118.59329
[0, 1, 2, 4, 7, 3, 5, 6] : 108.19186
[0, 1, 2, 4, 7, 3, 6, 5] : 109.2446
[0, 1, 2, 4, 7, 5, 3, 6] : 118.521194
[0, 1, 2, 4, 7, 5, 6, 3] : 117.35116
[0, 1, 2, 4, 7, 6, 3, 5] : 108.98424
[0, 1, 2, 4, 7, 6, 5, 3] : 106.76146
[0, 1, 2, 5, 3, 4, 6, 7] : 125.2503
[0, 1, 2, 5, 3, 4, 7, 6] : 111.00614
[0, 1, 2, 5, 3, 6, 4, 7] : 132.20218
[0, 1, 2, 5, 3, 6, 7, 4] : 123.783356
[0, 1, 2, 5, 3, 7, 4, 6] : 119.4605
[0, 1, 2, 5, 3, 7, 6, 4] : 125.28585
[0, 1, 2, 5, 4, 3, 6, 7] : 128.38264
[0, 1, 2, 5, 4, 3, 7, 6] : 115.64097
[0, 1, 2, 5, 4, 6, 3, 7] : 136.837
[0, 1, 2, 5, 4, 6, 7, 3] : 122.66493
[0, 1, 2, 5, 4, 7, 3, 6] : 122.592834
[0, 1, 2, 5, 4, 7, 6, 3] : 121.16244
[0, 1, 2, 5, 6, 3, 4, 7] : 124.00816
[0, 1, 2, 5, 6, 3, 7, 4] : 124.04372
[0, 1, 2, 5, 6, 4, 3, 7] : 125.51066
[0, 1, 2, 5, 6, 4, 7, 3] : 118.29047
[0, 1, 2, 5, 6, 7, 3, 4] : 117.09184
[0, 1, 2, 5, 6, 7, 4, 3] : 109.8361
[0, 1, 2, 5, 7, 3, 4, 6] : 123.09833
[0, 1, 2, 5, 7, 3, 6, 4] : 135.87555
[0, 1, 2, 5, 7, 4, 3, 6] : 121.59583
[0, 1, 2, 5, 7, 4, 6, 3] : 128.61981
[0, 1, 2, 5, 7, 6, 3, 4] : 127.42118
[0, 1, 2, 5, 7, 6, 4, 3] : 121.66793
[0, 1, 2, 6, 3, 4, 5, 7] : 137.91656
[0, 1, 2, 6, 3, 4, 7, 5] : 121.592804
[0, 1, 2, 6, 3, 5, 4, 7] : 134.27873
[0, 1, 2, 6, 3, 5, 7, 4] : 133.31728
[0, 1, 2, 6, 3, 7, 4, 5] : 122.58981
[0, 1, 2, 6, 3, 7, 5, 4] : 137.9521
[0, 1, 2, 6, 4, 3, 5, 7] : 134.78423
[0, 1, 2, 6, 4, 3, 7, 5] : 123.0953
[0, 1, 2, 6, 4, 5, 3, 7] : 135.78123
[0, 1, 2, 6, 4, 5, 7, 3] : 132.19887
[0, 1, 2, 6, 4, 7, 3, 5] : 119.45747
[0, 1, 2, 6, 4, 7, 5, 3] : 127.56403
[0, 1, 2, 6, 5, 3, 4, 7] : 122.95239
[0, 1, 2, 6, 5, 3, 7, 4] : 122.987946
[0, 1, 2, 6, 5, 4, 3, 7] : 127.58723
[0, 1, 2, 6, 5, 4, 7, 3] : 120.367035
[0, 1, 2, 6, 5, 7, 3, 4] : 126.62577
[0, 1, 2, 6, 5, 7, 4, 3] : 119.370026
[0, 1, 2, 6, 7, 3, 4, 5] : 115.63794
[0, 1, 2, 6, 7, 3, 5, 4] : 127.36242
[0, 1, 2, 6, 7, 4, 3, 5] : 111.003105
[0, 1, 2, 6, 7, 4, 5, 3] : 120.10667
[0, 1, 2, 6, 7, 5, 3, 4] : 126.36541
[0, 1, 2, 6, 7, 5, 4, 3] : 123.7445
[0, 1, 2, 7, 3, 4, 5, 6] : 107.430435
[0, 1, 2, 7, 3, 4, 6, 5] : 105.350845
[0, 1, 2, 7, 3, 5, 4, 6] : 115.62444
[0, 1, 2, 7, 3, 5, 6, 4] : 117.075325
[0, 1, 2, 7, 3, 6, 4, 5] : 116.677185
[0, 1, 2, 7, 3, 6, 5, 4] : 120.207664
[0, 1, 2, 7, 4, 3, 5, 6] : 102.795616
[0, 1, 2, 7, 4, 3, 6, 5] : 103.84836
[0, 1, 2, 7, 4, 5, 3, 6] : 114.121956
[0, 1, 2, 7, 4, 5, 6, 3] : 112.95192
[0, 1, 2, 7, 4, 6, 3, 5] : 112.04236
[0, 1, 2, 7, 4, 6, 5, 3] : 109.81958
[0, 1, 2, 7, 5, 3, 4, 6] : 114.62744
[0, 1, 2, 7, 5, 3, 6, 4] : 127.40466
[0, 1, 2, 7, 5, 4, 3, 6] : 117.75977
[0, 1, 2, 7, 5, 4, 6, 3] : 124.783745
[0, 1, 2, 7, 5, 6, 3, 4] : 119.210655
[0, 1, 2, 7, 5, 6, 4, 3] : 113.457405
[0, 1, 2, 7, 6, 3, 4, 5] : 108.222824
[0, 1, 2, 7, 6, 3, 5, 4] : 119.9473
[0, 1, 2, 7, 6, 4, 3, 5] : 105.090485
[0, 1, 2, 7, 6, 4, 5, 3] : 114.19405
[0, 1, 2, 7, 6, 5, 3, 4] : 108.62096
[0, 1, 2, 7, 6, 5, 4, 3] : 106.00004
[0, 1, 3, 2, 4, 5, 6, 7] : 115.02165
[0, 1, 3, 2, 4, 5, 7, 6] : 112.60932
[0, 1, 3, 2, 4, 6, 5, 7] : 122.47901
[0, 1, 3, 2, 4, 6, 7, 5] : 110.529724
[0, 1, 3, 2, 4, 7, 5, 6] : 108.23485
[0, 1, 3, 2, 4, 7, 6, 5] : 98.69789
[0, 1, 3, 2, 5, 4, 6, 7] : 126.2903
[0, 1, 3, 2, 5, 4, 7, 6] : 112.046135
[0, 1, 3, 2, 5, 6, 4, 7] : 121.915825
[0, 1, 3, 2, 5, 6, 7, 4] : 113.49702
[0, 1, 3, 2, 5, 7, 4, 6] : 119.503494
[0, 1, 3, 2, 5, 7, 6, 4] : 125.32884
[0, 1, 3, 2, 6, 4, 5, 7] : 135.82423
[0, 1, 3, 2, 6, 4, 7, 5] : 119.50047
[0, 1, 3, 2, 6, 5, 4, 7] : 123.9924
[0, 1, 3, 2, 6, 5, 7, 4] : 123.030945
[0, 1, 3, 2, 6, 7, 4, 5] : 112.043106
[0, 1, 3, 2, 6, 7, 5, 4] : 127.40542
[0, 1, 3, 2, 7, 4, 5, 6] : 103.8356
[0, 1, 3, 2, 7, 4, 6, 5] : 101.75601
[0, 1, 3, 2, 7, 5, 4, 6] : 115.66744
[0, 1, 3, 2, 7, 5, 6, 4] : 117.11832
[0, 1, 3, 2, 7, 6, 4, 5] : 106.13048
[0, 1, 3, 2, 7, 6, 5, 4] : 109.66096
[0, 1, 3, 4, 2, 5, 6, 7] : 120.49382
[0, 1, 3, 4, 2, 5, 7, 6] : 118.08149
[0, 1, 3, 4, 2, 6, 5, 7] : 130.02776
[0, 1, 3, 4, 2, 6, 7, 5] : 118.07847
[0, 1, 3, 4, 2, 7, 5, 6] : 109.870964
[0, 1, 3, 4, 2, 7, 6, 5] : 100.33401
[0, 1, 3, 4, 5, 2, 6, 7] : 133.83904
[0, 1, 3, 4, 5, 2, 7, 6] : 113.68225
[0, 1, 3, 4, 5, 6, 2, 7] : 125.62851
[0, 1, 3, 4, 5, 6, 7, 2] : 112.078476
[0, 1, 3, 4, 5, 7, 2, 6] : 123.21618
[0, 1, 3, 4, 5, 7, 6, 2] : 129.82292
[0, 1, 3, 4, 6, 2, 5, 7] : 141.2964
[0, 1, 3, 4, 6, 2, 7, 5] : 121.13658
[0, 1, 3, 4, 6, 5, 2, 7] : 123.55194
[0, 1, 3, 4, 6, 5, 7, 2] : 119.53583
[0, 1, 3, 4, 6, 7, 2, 5] : 111.60265
[0, 1, 3, 4, 6, 7, 5, 2] : 127.74635
[0, 1, 3, 4, 7, 2, 5, 6] : 109.30778
[0, 1, 3, 4, 7, 2, 6, 5] : 109.30475
[0, 1, 3, 4, 7, 5, 2, 6] : 127.05223
[0, 1, 3, 4, 7, 5, 6, 2] : 125.448456
[0, 1, 3, 4, 7, 6, 2, 5] : 117.51528
[0, 1, 3, 4, 7, 6, 5, 2] : 115.914536
[0, 1, 3, 5, 2, 4, 6, 7] : 128.68784
[0, 1, 3, 5, 2, 4, 7, 6] : 114.44367
[0, 1, 3, 5, 2, 6, 4, 7] : 137.65858
[0, 1, 3, 5, 2, 6, 7, 4] : 129.23976
[0, 1, 3, 5, 2, 7, 4, 6] : 117.501785
[0, 1, 3, 5, 2, 7, 6, 4] : 123.32713
[0, 1, 3, 5, 4, 2, 6, 7] : 130.7644
[0, 1, 3, 5, 4, 2, 7, 6] : 110.60761
[0, 1, 3, 5, 4, 6, 2, 7] : 133.82253
[0, 1, 3, 5, 4, 6, 7, 2] : 120.27248
[0, 1, 3, 5, 4, 7, 2, 6] : 119.578354
[0, 1, 3, 5, 4, 7, 6, 2] : 126.185104
[0, 1, 3, 5, 6, 2, 4, 7] : 126.38993
[0, 1, 3, 5, 6, 2, 7, 4] : 121.029236
[0, 1, 3, 5, 6, 4, 2, 7] : 120.4773
[0, 1, 3, 5, 6, 4, 7, 2] : 115.89801
[0, 1, 3, 5, 6, 7, 2, 4] : 112.058495
[0, 1, 3, 5, 6, 7, 4, 2] : 112.83989
[0, 1, 3, 5, 7, 2, 4, 6] : 118.06497
[0, 1, 3, 5, 7, 2, 6, 4] : 132.86105
[0, 1, 3, 5, 7, 4, 2, 6] : 123.97759
[0, 1, 3, 5, 7, 4, 6, 2] : 133.64246
[0, 1, 3, 5, 7, 6, 2, 4] : 129.80293
[0, 1, 3, 5, 7, 6, 4, 2] : 124.67172
[0, 1, 3, 6, 2, 4, 5, 7] : 141.3541
[0, 1, 3, 6, 2, 4, 7, 5] : 125.030334
[0, 1, 3, 6, 2, 5, 4, 7] : 140.79091
[0, 1, 3, 6, 2, 5, 7, 4] : 139.82945
[0, 1, 3, 6, 2, 7, 4, 5] : 120.63109
[0, 1, 3, 6, 2, 7, 5, 4] : 135.9934
[0, 1, 3, 6, 4, 2, 5, 7] : 139.27753
[0, 1, 3, 6, 4, 2, 7, 5] : 119.117714
[0, 1, 3, 6, 4, 5, 2, 7] : 134.8783
[0, 1, 3, 6, 4, 5, 7, 2] : 130.86218
[0, 1, 3, 6, 4, 7, 2, 5] : 118.55453
[0, 1, 3, 6, 4, 7, 5, 2] : 134.69823
[0, 1, 3, 6, 5, 2, 4, 7] : 127.445694
[0, 1, 3, 6, 5, 2, 7, 4] : 122.085
[0, 1, 3, 6, 5, 4, 2, 7] : 123.609634
[0, 1, 3, 6, 5, 4, 7, 2] : 119.030334
[0, 1, 3, 6, 5, 7, 2, 4] : 122.648186
[0, 1, 3, 6, 5, 7, 4, 2] : 123.42958
[0, 1, 3, 6, 7, 2, 4, 5] : 111.660355
[0, 1, 3, 6, 7, 2, 5, 4] : 126.459465
[0, 1, 3, 6, 7, 4, 2, 5] : 115.49641
[0, 1, 3, 6, 7, 4, 5, 2] : 127.240875
[0, 1, 3, 6, 7, 5, 2, 4] : 130.8587
[0, 1, 3, 6, 7, 5, 4, 2] : 127.80405
[0, 1, 3, 7, 2, 4, 5, 6] : 110.867966
[0, 1, 3, 7, 2, 4, 6, 5] : 108.788376
[0, 1, 3, 7, 2, 5, 4, 6] : 122.13662
[0, 1, 3, 7, 2, 5, 6, 4] : 123.587494
[0, 1, 3, 7, 2, 6, 4, 5] : 122.13359
[0, 1, 3, 7, 2, 6, 5, 4] : 125.664055
[0, 1, 3, 7, 4, 2, 5, 6] : 114.704025
[0, 1, 3, 7, 4, 2, 6, 5] : 114.701
[0, 1, 3, 7, 4, 5, 2, 6] : 128.04924
[0, 1, 3, 7, 4, 5, 6, 2] : 126.445465
[0, 1, 3, 7, 4, 6, 2, 5] : 125.96964
[0, 1, 3, 7, 4, 6, 5, 2] : 124.3689
[0, 1, 3, 7, 5, 2, 4, 6] : 126.53586
[0, 1, 3, 7, 5, 2, 6, 4] : 141.33194
[0, 1, 3, 7, 5, 4, 2, 6] : 128.61243
[0, 1, 3, 7, 5, 4, 6, 2] : 138.2773
[0, 1, 3, 7, 5, 6, 2, 4] : 130.0633
[0, 1, 3, 7, 5, 6, 4, 2] : 124.93208
[0, 1, 3, 7, 6, 2, 4, 5] : 119.07547
[0, 1, 3, 7, 6, 2, 5, 4] : 133.87457
[0, 1, 3, 7, 6, 4, 2, 5] : 116.9989
[0, 1, 3, 7, 6, 4, 5, 2] : 128.74336
[0, 1, 3, 7, 6, 5, 2, 4] : 120.52937
[0, 1, 3, 7, 6, 5, 4, 2] : 117.47472
[0, 1, 4, 2, 3, 5, 6, 7] : 120.48406
[0, 1, 4, 2, 3, 5, 7, 6] : 118.07173
[0, 1, 4, 2, 3, 6, 5, 7] : 131.07376
[0, 1, 4, 2, 3, 6, 7, 5] : 119.12447
[0, 1, 4, 2, 3, 7, 5, 6] : 118.33209
[0, 1, 4, 2, 3, 7, 6, 5] : 108.795135
[0, 1, 4, 2, 5, 3, 6, 7] : 137.28258
[0, 1, 4, 2, 5, 3, 7, 6] : 124.54091
[0, 1, 4, 2, 5, 6, 3, 7] : 137.54294
[0, 1, 4, 2, 5, 6, 7, 3] : 123.370865
[0, 1, 4, 2, 5, 7, 3, 6] : 135.1306
[0, 1, 4, 2, 5, 7, 6, 3] : 133.70021
[0, 1, 4, 2, 6, 3, 5, 7] : 146.81651
[0, 1, 4, 2, 6, 3, 7, 5] : 135.12758
[0, 1, 4, 2, 6, 5, 3, 7] : 136.48717
[0, 1, 4, 2, 6, 5, 7, 3] : 132.9048
[0, 1, 4, 2, 6, 7, 3, 5] : 124.53788
[0, 1, 4, 2, 6, 7, 5, 3] : 132.64444
[0, 1, 4, 2, 7, 3, 5, 6] : 116.330376
[0, 1, 4, 2, 7, 3, 6, 5] : 117.38312
[0, 1, 4, 2, 7, 5, 3, 6] : 126.65971
[0, 1, 4, 2, 7, 5, 6, 3] : 125.48968
[0, 1, 4, 2, 7, 6, 3, 5] : 117.12276
[0, 1, 4, 2, 7, 6, 5, 3] : 114.89998
[0, 1, 4, 3, 2, 5, 6, 7] : 123.5587
[0, 1, 4, 3, 2, 5, 7, 6] : 121.14637
[0, 1, 4, 3, 2, 6, 5, 7] : 133.09264
[0, 1, 4, 3, 2, 6, 7, 5] : 121.14334
[0, 1, 4, 3, 2, 7, 5, 6] : 112.935844
[0, 1, 4, 3, 2, 7, 6, 5] : 103.39889
[0, 1, 4, 3, 5, 2, 6, 7] : 139.30145
[0, 1, 4, 3, 5, 2, 7, 6] : 119.14466
[0, 1, 4, 3, 5, 6, 2, 7] : 131.09093
[0, 1, 4, 3, 5, 6, 7, 2] : 117.54088
[0, 1, 4, 3, 5, 7, 2, 6] : 128.67859
[0, 1, 4, 3, 5, 7, 6, 2] : 135.28534
[0, 1, 4, 3, 6, 2, 5, 7] : 149.89114
[0, 1, 4, 3, 6, 2, 7, 5] : 129.73132
[0, 1, 4, 3, 6, 5, 2, 7] : 132.1467
[0, 1, 4, 3, 6, 5, 7, 2] : 128.13058
[0, 1, 4, 3, 6, 7, 2, 5] : 120.1974
[0, 1, 4, 3, 6, 7, 5, 2] : 136.34111
[0, 1, 4, 3, 7, 2, 5, 6] : 119.40502
[0, 1, 4, 3, 7, 2, 6, 5] : 119.40199
[0, 1, 4, 3, 7, 5, 2, 6] : 137.14948
[0, 1, 4, 3, 7, 5, 6, 2] : 135.5457
[0, 1, 4, 3, 7, 6, 2, 5] : 127.61252
[0, 1, 4, 3, 7, 6, 5, 2] : 126.011765
[0, 1, 4, 5, 2, 3, 6, 7] : 134.88504
[0, 1, 4, 5, 2, 3, 7, 6] : 122.14337
[0, 1, 4, 5, 2, 6, 3, 7] : 150.88815
[0, 1, 4, 5, 2, 6, 7, 3] : 136.71608
[0, 1, 4, 5, 2, 7, 3, 6] : 130.73135
[0, 1, 4, 5, 2, 7, 6, 3] : 129.30096
[0, 1, 4, 5, 3, 2, 6, 7] : 133.82927
[0, 1, 4, 5, 3, 2, 7, 6] : 113.672485
[0, 1, 4, 5, 3, 6, 2, 7] : 142.41727
[0, 1, 4, 5, 3, 6, 7, 2] : 128.86722
[0, 1, 4, 5, 3, 7, 2, 6] : 129.6756
[0, 1, 4, 5, 3, 7, 6, 2] : 136.28233
[0, 1, 4, 5, 6, 2, 3, 7] : 134.08963
[0, 1, 4, 5, 6, 2, 7, 3] : 128.50555
[0, 1, 4, 5, 6, 3, 2, 7] : 126.674515
[0, 1, 4, 5, 6, 3, 7, 2] : 129.12758
[0, 1, 4, 5, 6, 7, 2, 3] : 112.50245
[0, 1, 4, 5, 6, 7, 3, 2] : 120.5396
[0, 1, 4, 5, 7, 2, 3, 6] : 124.262184
[0, 1, 4, 5, 7, 2, 6, 3] : 138.8349
[0, 1, 4, 5, 7, 3, 2, 6] : 131.6773
[0, 1, 4, 5, 7, 3, 6, 2] : 146.87204
[0, 1, 4, 5, 7, 6, 2, 3] : 130.2469
[0, 1, 4, 5, 7, 6, 3, 2] : 130.86893
[0, 1, 4, 6, 2, 3, 5, 7] : 141.28664
[0, 1, 4, 6, 2, 3, 7, 5] : 129.5977
[0, 1, 4, 6, 2, 5, 3, 7] : 147.75581
[0, 1, 4, 6, 2, 5, 7, 3] : 144.17345
[0, 1, 4, 6, 2, 7, 3, 5] : 127.59599
[0, 1, 4, 6, 2, 7, 5, 3] : 135.70256
[0, 1, 4, 6, 3, 2, 5, 7] : 142.3424
[0, 1, 4, 6, 3, 2, 7, 5] : 122.18259
[0, 1, 4, 6, 3, 5, 2, 7] : 140.3407
[0, 1, 4, 6, 3, 5, 7, 2] : 136.32458
[0, 1, 4, 6, 3, 7, 2, 5] : 128.65176
[0, 1, 4, 6, 3, 7, 5, 2] : 144.79547
[0, 1, 4, 6, 5, 2, 3, 7] : 132.01306
[0, 1, 4, 6, 5, 2, 7, 3] : 126.428986
[0, 1, 4, 6, 5, 3, 2, 7] : 123.542175
[0, 1, 4, 6, 5, 3, 7, 2] : 125.99524
[0, 1, 4, 6, 5, 7, 2, 3] : 119.95981
[0, 1, 4, 6, 5, 7, 3, 2] : 127.99695
[0, 1, 4, 6, 7, 2, 3, 5] : 111.59289
[0, 1, 4, 6, 7, 2, 5, 3] : 126.168625
[0, 1, 4, 6, 7, 3, 2, 5] : 120.063774
[0, 1, 4, 6, 7, 3, 5, 2] : 134.20576
[0, 1, 4, 6, 7, 5, 2, 3] : 128.17033
[0, 1, 4, 6, 7, 5, 3, 2] : 127.73659
[0, 1, 4, 7, 2, 3, 5, 6] : 109.29801
[0, 1, 4, 7, 2, 3, 6, 5] : 110.35075
[0, 1, 4, 7, 2, 5, 3, 6] : 126.09653
[0, 1, 4, 7, 2, 5, 6, 3] : 124.92649
[0, 1, 4, 7, 2, 6, 3, 5] : 126.0935
[0, 1, 4, 7, 2, 6, 5, 3] : 123.87072
[0, 1, 4, 7, 3, 2, 5, 6] : 117.768906
[0, 1, 4, 7, 3, 2, 6, 5] : 117.76588
[0, 1, 4, 7, 3, 5, 2, 6] : 133.51166
[0, 1, 4, 7, 3, 5, 6, 2] : 131.90787
[0, 1, 4, 7, 3, 6, 2, 5] : 134.56439
[0, 1, 4, 7, 3, 6, 5, 2] : 132.96364
[0, 1, 4, 7, 5, 2, 3, 6] : 128.09824
[0, 1, 4, 7, 5, 2, 6, 3] : 142.67096
[0, 1, 4, 7, 5, 3, 2, 6] : 127.042465
[0, 1, 4, 7, 5, 3, 6, 2] : 142.2372
[0, 1, 4, 7, 5, 6, 2, 3] : 125.87243
[0, 1, 4, 7, 5, 6, 3, 2] : 126.49446
[0, 1, 4, 7, 6, 2, 3, 5] : 117.505516
[0, 1, 4, 7, 6, 2, 5, 3] : 132.08125
[0, 1, 4, 7, 6, 3, 2, 5] : 118.56129
[0, 1, 4, 7, 6, 3, 5, 2] : 132.70328
[0, 1, 4, 7, 6, 5, 2, 3] : 116.33851
[0, 1, 4, 7, 6, 5, 3, 2] : 115.90477
[0, 1, 5, 2, 3, 4, 6, 7] : 129.86684
[0, 1, 5, 2, 3, 4, 7, 6] : 115.62267
[0, 1, 5, 2, 3, 6, 4, 7] : 136.81871
[0, 1, 5, 2, 3, 6, 7, 4] : 128.39989
[0, 1, 5, 2, 3, 7, 4, 6] : 124.077034
[0, 1, 5, 2, 3, 7, 6, 4] : 129.90237
[0, 1, 5, 2, 4, 3, 6, 7] : 135.39671
[0, 1, 5, 2, 4, 3, 7, 6] : 122.65504
[0, 1, 5, 2, 4, 6, 3, 7] : 143.85107
[0, 1, 5, 2, 4, 6, 7, 3] : 129.679
[0, 1, 5, 2, 4, 7, 3, 6] : 129.6069
[0, 1, 5, 2, 4, 7, 6, 3] : 128.17651
[0, 1, 5, 2, 6, 3, 4, 7] : 144.36745
[0, 1, 5, 2, 6, 3, 7, 4] : 144.40298
[0, 1, 5, 2, 6, 4, 3, 7] : 145.86993
[0, 1, 5, 2, 6, 4, 7, 3] : 138.64975
[0, 1, 5, 2, 6, 7, 3, 4] : 137.45111
[0, 1, 5, 2, 6, 7, 4, 3] : 130.19537
[0, 1, 5, 2, 7, 3, 4, 6] : 125.71315
[0, 1, 5, 2, 7, 3, 6, 4] : 138.49037
[0, 1, 5, 2, 7, 4, 3, 6] : 124.210655
[0, 1, 5, 2, 7, 4, 6, 3] : 131.23463
[0, 1, 5, 2, 7, 6, 3, 4] : 130.036
[0, 1, 5, 2, 7, 6, 4, 3] : 124.28275
[0, 1, 5, 3, 2, 4, 6, 7] : 126.79219
[0, 1, 5, 3, 2, 4, 7, 6] : 112.54803
[0, 1, 5, 3, 2, 6, 4, 7] : 135.76294
[0, 1, 5, 3, 2, 6, 7, 4] : 127.34412
[0, 1, 5, 3, 2, 7, 4, 6] : 115.60615
[0, 1, 5, 3, 2, 7, 6, 4] : 121.431496
[0, 1, 5, 3, 4, 2, 6, 7] : 134.34094
[0, 1, 5, 3, 4, 2, 7, 6] : 114.18414
[0, 1, 5, 3, 4, 6, 2, 7] : 137.39905
[0, 1, 5, 3, 4, 6, 7, 2] : 123.849014
[0, 1, 5, 3, 4, 7, 2, 6] : 123.154884
[0, 1, 5, 3, 4, 7, 6, 2] : 129.76163
[0, 1, 5, 3, 6, 2, 4, 7] : 141.2928
[0, 1, 5, 3, 6, 2, 7, 4] : 135.9321
[0, 1, 5, 3, 6, 4, 2, 7] : 135.38019
[0, 1, 5, 3, 6, 4, 7, 2] : 130.80089
[0, 1, 5, 3, 6, 7, 2, 4] : 126.961365
[0, 1, 5, 3, 6, 7, 4, 2] : 127.74277
[0, 1, 5, 3, 7, 2, 4, 6] : 122.63851
[0, 1, 5, 3, 7, 2, 6, 4] : 137.4346
[0, 1, 5, 3, 7, 4, 2, 6] : 128.55113
[0, 1, 5, 3, 7, 4, 6, 2] : 138.216
[0, 1, 5, 3, 7, 6, 2, 4] : 134.37648
[0, 1, 5, 3, 7, 6, 4, 2] : 129.24525
[0, 1, 5, 4, 2, 3, 6, 7] : 129.92453
[0, 1, 5, 4, 2, 3, 7, 6] : 117.18285
[0, 1, 5, 4, 2, 6, 3, 7] : 145.92763
[0, 1, 5, 4, 2, 6, 7, 3] : 131.75557
[0, 1, 5, 4, 2, 7, 3, 6] : 125.77084
[0, 1, 5, 4, 2, 7, 6, 3] : 124.34045
[0, 1, 5, 4, 3, 2, 6, 7] : 131.9434
[0, 1, 5, 4, 3, 2, 7, 6] : 111.78661
[0, 1, 5, 4, 3, 6, 2, 7] : 140.53139
[0, 1, 5, 4, 3, 6, 7, 2] : 126.98134
[0, 1, 5, 4, 3, 7, 2, 6] : 127.78972
[0, 1, 5, 4, 3, 7, 6, 2] : 134.39647
[0, 1, 5, 4, 6, 2, 3, 7] : 140.39777
[0, 1, 5, 4, 6, 2, 7, 3] : 134.81369
[0, 1, 5, 4, 6, 3, 2, 7] : 132.98265
[0, 1, 5, 4, 6, 3, 7, 2] : 135.43571
[0, 1, 5, 4, 6, 7, 2, 3] : 118.81058
[0, 1, 5, 4, 6, 7, 3, 2] : 126.84772
[0, 1, 5, 4, 7, 2, 3, 6] : 118.73848
[0, 1, 5, 4, 7, 2, 6, 3] : 133.31119
[0, 1, 5, 4, 7, 3, 2, 6] : 126.153595
[0, 1, 5, 4, 7, 3, 6, 2] : 141.34833
[0, 1, 5, 4, 7, 6, 2, 3] : 124.7232
[0, 1, 5, 4, 7, 6, 3, 2] : 125.34523
[0, 1, 5, 6, 2, 3, 4, 7] : 127.568924
[0, 1, 5, 6, 2, 3, 7, 4] : 127.60448
[0, 1, 5, 6, 2, 4, 3, 7] : 134.60129
[0, 1, 5, 6, 2, 4, 7, 3] : 127.381096
[0, 1, 5, 6, 2, 7, 3, 4] : 129.24059
[0, 1, 5, 6, 2, 7, 4, 3] : 121.98485
[0, 1, 5, 6, 3, 2, 4, 7] : 125.55006
[0, 1, 5, 6, 3, 2, 7, 4] : 120.18936
[0, 1, 5, 6, 3, 4, 2, 7] : 127.18617
[0, 1, 5, 6, 3, 4, 7, 2] : 122.60687
[0, 1, 5, 6, 3, 7, 2, 4] : 127.221725
[0, 1, 5, 6, 3, 7, 4, 2] : 128.00313
[0, 1, 5, 6, 4, 2, 3, 7] : 127.05254
[0, 1, 5, 6, 4, 2, 7, 3] : 121.46847
[0, 1, 5, 6, 4, 3, 2, 7] : 121.6563
[0, 1, 5, 6, 4, 3, 7, 2] : 124.109375
[0, 1, 5, 6, 4, 7, 2, 3] : 114.436104
[0, 1, 5, 6, 4, 7, 3, 2] : 122.47325
